senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3349145831777378,0.074622118641043,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,1.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156392528613008,0.1507235399156314,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9367326657122622,0.9724469801826594,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.4810095504676461,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7660290333135091,0.5989263609204926,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.3839512352318975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118716112399319,0.2604303424315097,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,0.0909403957994292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0721801126663306,0.1146577402342366,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.8240415532150858,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4350862610986424,0.709412579401322,0,1,1,0,0,0,0,1,0,1,0,0
0.0,0.0,1.0,0.537727157297909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274512826067329,0.3323284998177123,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.8778000968445132,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7698885893746636,0.8592989809092894,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.8513263383141965,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7737469974440268,0.8375013933934488,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.2149224348532317,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6905305278893948,0.3694641476472656,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018327646290799,0.1814022891826213,0,1,0,0,1,1,0,0,0,0,0,1
1.0,1.0,1.0,0.5897975123201569,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.183466924967178,0.4681683476757269,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.8864558080665539,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.908105130959413,0.9049915476509148,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.3839512352318975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5881291086819826,0.4867961256404229,0,1,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6813032497418725,0.1233946613647969,1,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.2861143725768439,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.775193605549338,0.467509152685129,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.4013792551953058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,0.2768437334039686,1,0,0,0,1,1,0,0,0,0,0,1
0.0,1.0,1.0,0.5642768936191539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247705330705745,0.3696870110201077,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1.0,0.0,0.9367645159985818,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8113073452753696,0.904157811197192,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.7365203006549813,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8113073452753696,0.7819043030506858,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107942982679736,0.0015548125050629,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,0.9285636734320704,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7824242446920362,0.8915196196973929,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.686160605503555,0.2432276583023179,0,1,0,1,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.8332309387360852,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8985503489611615,0.8782441001595614,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.321795527110873,0.7441711271239024,1,0,1,0,0,0,0,1,0,0,1,0
1.0,0.0,0.0,0.3839512352318975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5846992886053793,0.4894676692086724,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3379386899850819,0.2648149386315354,1,0,1,0,0,1,0,0,1,0,0,0
1.0,1.0,0.0,0.5897975123201569,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8064978276065925,0.6999320747288689,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172525644448461,0.0035882666538328,0,1,0,0,1,1,0,0,0,0,1,0
0.0,1.0,0.0,0.2861143725768439,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3796475609629528,0.3656259146260982,0,1,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6720687600962486,0.1222895817862913,0,1,0,1,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.7862708497641429,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6165054341609919,0.749126562437178,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0.2607436278865441,0,1,0,0,1,0,1,0,0,0,0,1
0.0,1.0,1.0,0.3471906800900553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279871691908671,0.2572672146506421,1,0,0,0,1,0,0,1,0,0,0,1
0.0,0.0,0.0,0.6943649565089509,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4911589573669705,0.6578212109071773,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291739736126884,0.1040280452624166,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.6381539641543058,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7142944972147818,0.7018532614872683,0,1,0,1,0,0,0,1,0,0,1,0
1.0,0.0,0.0,0.2861143725768439,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1211056000212004,0.2663856287038801,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.922425745034211,0.9722984655997688,0,1,0,1,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.8864558080665539,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8410885087799997,0.8805389949755034,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.9119467666736026,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7602375354325945,0.8793110846619852,1,0,0,1,0,0,1,0,1,0,0,0
1.0,0.0,0.0,0.5511379709649509,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7727825027702881,0.6554583465286246,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6672055768717482,0.8852874832873159,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.6381539641543058,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7727825027702881,0.7002598753904766,1,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306520577893394,0.1042293438576706,1,0,0,1,0,1,0,0,0,0,0,1
1.0,1.0,0.0,0.0909403957994292,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5744031173140838,0.2401181747089422,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242341183176102,0.1156438182458819,1,0,0,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.1267439425207783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605187716744137,0.1365772676836766,1,0,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,0.4013792551953058,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.369116182985242,0.4305114233736166,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8113073452753696,0.2645086053727266,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.6381539641543058,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4405602693008866,0.6067563477193483,0,1,1,0,0,0,0,1,0,0,0,1
1.0,1.0,0.0,0.6263734002286339,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8679328386681979,0.7272632930446304,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9035271062199788,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631722400625749,0.5438996819219922,0,1,0,0,1,0,1,0,1,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6184596904406884,0.1157052034274146,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2400798774610835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1294673394821316,0.2331646998694133,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.3839512352318975,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6292019173942855,0.5010802229786533,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.3277165405465304,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6228554988033589,0.4556248105884129,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.4504984555118551,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3258347067725899,0.4565174343843897,1,0,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113330019681903,0.2606472901382333,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4346085497692368,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5871492735313413,0.5250309405004143,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.1587688878906996,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3394502755483805,0.2348179978959201,1,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.8240415532150858,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7708532988155695,0.8246671808423232,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.2861143725768439,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1896610505099178,0.3014429830051123,1,0,1,0,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.920291677555515,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8674539225098645,0.9012059237900232,1,0,0,1,0,0,1,0,0,0,1,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9714901610932368,0.9892628438714162,0,1,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.3277165405465304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2792418896152168,0.3526160015339173,1,0,1,0,0,1,0,0,1,0,0,0
1.0,0.0,0.0,0.4346085497692368,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.777122166816963,0.5758652643589659,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.2861143725768439,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6783878782233197,0.4349799321633741,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7283371195414342,0.294596709104192,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.3471906800900553,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4614295505673392,0.4267822519882323,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.9035271062199788,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4281142962698901,0.7427441972462981,0,1,1,0,0,0,1,0,0,0,0,1
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9629270971803108,0.98616097120219,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.968889251268496,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806389696618673,0.5947227521939316,1,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.7765586355295433,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2102575468658216,0.5762082817591616,0,1,1,0,0,0,0,1,0,0,0,1
0.0,1.0,1.0,0.9923125145751528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7278531565424211,0.9017872339125976,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.842324957517367,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6803315392718176,0.8057876550598816,0,1,0,1,0,1,0,0,1,0,0,0
1.0,1.0,0.0,0.7261920732051075,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7684413906583073,0.7630995776599447,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.7467165703705313,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4301068663578775,0.6602545997987933,0,1,1,0,0,0,0,1,0,0,1,0
1.0,0.0,0.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068473566628151,0.577600652399434,0,1,0,0,1,0,0,1,0,0,0,1
1.0,1.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7147789923423711,0.3757689943089064,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.968889251268496,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801108230929476,0.5676083588580907,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,1.0,0.7567855111107402,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3791463877908508,0.6603055795908366,0,1,1,0,0,1,0,0,1,0,0,0
1.0,1.0,1.0,0.6497444828057255,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.623343813892894,0.6756135176255758,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.1267439425207783,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6822748803078917,0.2799932546071823,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.8332309387360852,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8636220129084737,0.8599433263580989,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5015417149066936,0.8150106145454198,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.2400798774610835,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7268851739719533,0.4104003641839783,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.6723882667231738,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1751968348164385,0.5089961128457371,1,0,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.968889251268496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019402362960857,0.5270600673088714,1,0,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.683456556708244,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7360779723865255,0.7295788832056621,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6350569408381994,0.8726750823280116,0,1,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.5511379709649509,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6919868128602935,0.6270548373302377,0,1,0,1,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.968889251268496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036,0.4972393298833792,0,1,0,0,1,0,1,0,1,0,0,0
0.0,1.0,1.0,0.0497519637871241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1273783388795442,0.0953431287567118,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.6497444828057255,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8214017731492571,0.7368333216460994,0,1,0,1,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.4810095504676461,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7766400532066984,0.6074945722787402,1,0,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.4504984555118551,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.723980772883088,0.5671348544476565,0,1,0,1,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080993545526574,0.1447483249732363,1,0,0,0,1,0,1,0,0,1,0,0
0.0,0.0,1.0,0.8053650839901318,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9090602685599052,0.8498240565530706,0,1,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.5100224772679167,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6638001390916786,0.5875646540992804,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.577158862668874,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6803315392718176,0.6353126612112228,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.5897975123201569,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1310334692301392,0.4351996165547138,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9448958980460652,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5000591644171577,0.7930062648792588,0,1,1,0,0,0,1,0,0,1,0,0
0.0,1.0,0.0,0.3073952537968367,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778362984264788,0.428702498179043,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5788170002824234,0.1106374817360316,1,0,0,1,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.7667314905909031,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5296666930101244,0.7046779137033571,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.8053650839901318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1268559402681554,0.536555242866972,0,1,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.8778000968445132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247705330705745,0.5067461672821738,0,1,0,0,1,0,0,1,0,1,0,0
1.0,0.0,0.0,0.1267439425207783,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3394502755483805,0.2220539643576396,0,1,1,0,0,1,0,0,0,1,0,0
1.0,1.0,0.0,0.3277165405465304,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8338893057583086,0.501289285449575,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.187958695105774,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3816519351982645,0.2805346881214744,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.0909403957994292,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7718179365874278,0.2576840243949378,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.5511379709649509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215507081869915,0.3432472105882974,1,0,0,0,1,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527695667165588,0.1038264289291785,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8045735393293321,0.4488497498666062,1,0,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536562181796933,0.1050313841383622,1,0,0,1,0,1,0,0,0,0,0,1
1.0,1.0,0.0,0.6263734002286339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6301779678698527,0.6541237693203799,0,1,0,1,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690032924825971,0.5828887348196652,1,0,0,0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321299201974511,0.2229534327914307,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8794220171134106,0.9600486348297388,1,0,0,1,0,0,0,1,0,1,0,0
1.0,1.0,0.0,0.7765586355295433,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8233236726602848,0.8198237694729424,1,0,0,1,0,0,1,0,0,0,1,0
0.0,1.0,0.0,0.1267439425207783,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8228432231341736,0.3185862205260623,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5074696017119704,0.4322326411922918,1,0,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3831548823494354,0.2398204090413359,0,1,1,0,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.683456556708244,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7877241832828255,0.7441243770652815,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.7365203006549813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,0.4303834307812896,1,0,0,0,1,0,0,1,0,0,0,1
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5797976103612854,0.3528118499348974,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2637345902089357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075600789911771,0.2084337249404628,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.9609567291417404,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3233104869543662,0.7249736353837057,0,1,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.4182492059464703,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6257850662315114,0.5271257415784059,1,0,1,0,0,0,1,0,0,1,0,0
1.0,1.0,0.0,0.6497444828057255,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7259171158977645,0.7099977158456048,0,1,0,1,0,0,1,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242341183176102,0.0057424613296336,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3399540683316395,0.2935495147148432,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.5100224772679167,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.613084647268222,0.5867511777087084,1,0,1,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,0.9367645159985818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0.5106381608715528,1,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,0.0,0.683456556708244,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.682760665657764,0.7133493784447886,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.5240280318728455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3776426767142443,0.5198492458027257,0,1,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345925327482833,0.1047645955949569,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.7667314905909031,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7747114206883481,0.7915156461933113,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385314401206668,0.1738243030629484,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.6381539641543058,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8631429515437732,0.7316215457273048,1,0,0,1,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.3839512352318975,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5812683536798439,0.4896022050946592,1,0,0,1,0,1,0,0,0,1,0,0
1.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2761920359671477,0.2592931427012648,0,1,1,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.661153324059002,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7215599178214543,0.7129120498036532,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226243404047026,0.1837838131283287,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2792418896152168,0.1354684119609944,0,1,1,0,0,1,0,0,0,0,0,1
